player_id,player_name,position,team,season,age_sept1,games,completions,attempts,passing_yards,passing_tds,interceptions,carries,rushing_yards,rushing_tds,targets,receptions,receiving_yards,receiving_tds,ppr_points,scrimmage_yards
00-0037317,N.Muse,TE,MIN,2023,24.77,1,0,0,0,0,0,0,0,0,1,1,22,0,3.2,22
00-0037324,C.Oladokun,QB,KC,2024,27.0,1,0,0,0,0,0,1,5,0,0,0,0,0,0.5,5
00-0037324,C.Oladokun,QB,KC,2025,28.0,3,35,55,235,1,0,5,18,0,0,0,0,0,11.200000000000001,18
00-0037327,S.Thompson,QB,MIA,2022,25.24,7,60,105,534,1,3,14,21,0,0,0,0,0,17.46,21
00-0037327,S.Thompson,QB,MIA,2024,27.24,2,21,33,187,0,0,1,4,0,0,0,0,0,7.880000000000001,4
00-0037329,B.Brown,RB,LV,2022,24.89,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
00-0037329,B.Brown,RB,CHI,2025,27.89,2,0,0,0,0,0,5,37,1,1,0,0,0,9.7,37
00-0037331,Z.Horvath,RB,LAC,2022,23.73,8,0,0,0,0,0,4,8,0,8,5,8,2,18.6,16
00-0037340,Z.Mitchell-Paden,TE,BAL,2025,26.03,3,0,0,0,0,0,0,0,0,3,2,17,0,3.7,17
00-0037348,T.Conner,TE,MIA,2022,24.45,2,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0
00-0037348,T.Conner,TE,MIA,2024,26.45,4,0,0,0,0,0,0,0,0,4,3,16,0,4.6,16
00-0037348,T.Conner,TE,MIA,2025,27.45,8,0,0,0,0,0,0,0,0,15,9,91,0,18.1,91
00-0037355,B.Sanders,WR,MIA,2022,23.61,2,0,0,0,0,0,0,0,0,3,2,17,0,1.7000000000000002,17
00-0037380,K.Davis,WR,CLE,2024,25.94,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
00-0037380,K.Davis,WR,CLE,2025,26.94,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
00-0037382,B.Johnson,WR,DEN,2022,24.1,5,0,0,0,0,0,0,0,0,14,6,42,1,16.2,42
00-0037382,B.Johnson,WR,DEN,2023,25.1,10,0,0,0,0,0,0,0,0,30,19,284,4,73.4,284
00-0037382,B.Johnson,WR,PIT,2024,26.1,1,0,0,0,0,0,0,0,0,1,1,9,0,1.9,9
00-0037387,J.Virgil,WR,DEN,2022,24.14,7,0,0,0,0,0,0,0,0,5,2,75,1,15.500000000000002,75
00-0037387,J.Virgil,WR,BUF,2024,26.14,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
00-0037410,J.Corbin,RB,NYG,2023,23.03,3,0,0,0,0,0,1,1,0,3,3,12,0,4.3,13
00-0037420,K.Lassiter,WR,CIN,2023,25.61,1,0,0,0,0,0,0,0,0,1,1,2,0,1.2,2
00-0037422,K.Pryor,WR,CIN,2024,26.65,1,0,0,0,0,0,0,0,0,1,1,9,0,1.9,9
00-0037429,R.Blackshear,RB,CAR,2022,24.24,13,0,0,0,0,0,23,77,3,12,10,93,0,45.0,170
00-0037429,R.Blackshear,RB,CAR,2023,25.24,9,0,0,0,0,0,14,46,0,7,6,45,0,17.1,91
00-0037429,R.Blackshear,RB,CAR,2024,26.24,16,0,0,0,0,0,15,80,0,0,0,0,0,8.0,80
00-0037450,T.McAllister,WR,LV,2024,26.4,2,0,0,0,0,0,2,11,0,0,0,0,0,1.1,11
00-0037451,R.Williams,TE,PIT,2023,23.39,6,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0
00-0037451,R.Williams,TE,PIT,2024,24.39,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
00-0037456,T.Hairston,RB,HOU,2022,23.73,12,0,0,0,0,0,0,0,0,8,5,19,0,6.9,19
00-0037456,T.Hairston,RB,HOU,2024,25.73,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
00-0037475,S.Smartt,TE,LAC,2022,23.91,3,0,0,0,0,0,0,0,0,5,4,17,0,5.7,17
00-0037475,S.Smartt,TE,LAC,2023,24.91,12,0,0,0,0,0,0,0,0,21,11,155,1,32.5,155
00-0037475,S.Smartt,TE,LAC,2024,25.91,9,0,0,0,0,0,0,0,0,19,16,208,0,34.8,208
00-0037475,S.Smartt,TE,NYJ,2025,26.91,6,0,0,0,0,0,0,0,0,9,7,52,0,12.2,52
00-0037487,D.Thompkins,WR,TB,2022,22.69,5,0,0,0,0,0,2,26,0,10,5,32,0,10.799999999999999,58
00-0037487,D.Thompkins,WR,TB,2023,23.69,17,0,0,0,0,0,8,56,0,25,17,83,1,34.9,139
00-0037487,D.Thompkins,WR,CAR,2024,24.69,5,0,0,0,0,0,2,7,0,4,4,20,0,6.7,27
00-0037487,D.Thompkins,WR,ATL,2025,25.69,7,0,0,0,0,0,1,5,0,3,3,27,0,6.200000000000001,32
00-0037506,C.Fotheringham,TE,LV,2023,25.89,1,0,0,0,0,0,0,0,0,1,1,6,0,1.6,6
00-0037509,S.McCormick,RB,LV,2024,23.98,4,0,0,0,0,0,39,183,0,7,6,29,0,27.200000000000003,212
00-0037524,T.Martin,WR,SF,2022,24.72,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
00-0037524,T.Martin,WR,TEN,2024,26.72,1,0,0,0,0,0,0,0,0,2,1,49,1,11.9,49
00-0037524,T.Martin,WR,WAS,2025,27.72,2,0,0,0,0,0,0,0,0,2,2,23,0,4.300000000000001,23
00-0037525,J.Mason,RB,SF,2022,23.27,12,0,0,0,0,0,43,258,1,0,0,0,0,31.8,258
00-0037525,J.Mason,RB,SF,2023,24.27,16,0,0,0,0,0,40,206,3,4,3,31,0,44.7,237
00-0037525,J.Mason,RB,SF,2024,25.27,12,0,0,0,0,0,153,789,3,14,11,91,0,115.0,880
00-0037525,J.Mason,RB,MIN,2025,26.27,16,0,0,0,0,0,159,758,6,16,14,51,0,128.9,809
00-0037539,L.Krull,TE,DEN,2023,25.14,7,0,0,0,0,0,0,0,0,14,8,95,1,23.5,95
00-0037539,L.Krull,TE,DEN,2024,26.14,10,0,0,0,0,0,0,0,0,23,19,152,0,34.2,152
00-0037539,L.Krull,TE,DEN,2025,27.14,2,0,0,0,0,0,0,0,0,4,2,15,0,3.5,15
00-0037545,R.Shaheed,WR,NO,2022,24.0,12,0,0,0,0,0,4,57,1,34,28,488,2,100.5,545
00-0037545,R.Shaheed,WR,NO,2023,25.0,15,0,0,0,0,0,7,37,0,75,46,719,5,157.6,756
00-0037545,R.Shaheed,WR,NO,2024,26.0,6,0,0,0,0,0,6,29,0,41,20,349,3,81.80000000000001,378
00-0037545,R.Shaheed,WR,NO,2025,27.0,18,0,0,0,0,0,9,69,0,92,59,687,2,156.6,756
00-0037557,R.Rivers,RB,LA,2022,23.59,2,0,0,0,0,0,9,21,0,5,5,29,0,10.0,50
00-0037557,R.Rivers,RB,LA,2023,24.59,9,0,0,0,0,0,32,129,0,5,5,22,0,20.1,151
00-0037557,R.Rivers,RB,LA,2024,25.59,6,0,0,0,0,0,22,99,0,6,5,34,0,18.3,133
00-0037557,R.Rivers,RB,LA,2025,26.59,6,0,0,0,0,0,9,46,0,0,0,0,0,4.6000000000000005,46
00-0037563,M.Davis,RB,DAL,2022,23.77,6,0,0,0,0,0,38,161,1,7,6,63,0,34.4,224
00-0037563,M.Davis,RB,DAL,2023,24.77,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
00-0037563,M.Davis,RB,DAL,2025,26.77,10,0,0,0,0,0,52,250,2,5,2,16,0,40.6,266
00-0037569,P.Hendershot,TE,DAL,2022,23.36,12,0,0,0,0,0,1,2,1,16,11,103,2,39.5,105
00-0037569,P.Hendershot,TE,DAL,2023,24.36,8,0,0,0,0,0,1,0,0,7,4,38,0,7.800000000000001,38
00-0037569,P.Hendershot,TE,KC,2024,25.36,5,0,0,0,0,0,0,0,0,5,5,51,0,10.1,51
00-0037570,D.Houston,WR,DAL,2022,23.36,2,0,0,0,0,0,0,0,0,6,2,16,0,3.6,16
00-0037581,S.Berryhill,WR,DET,2022,24.23,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
00-0037594,J.Chestnut,RB,TEN,2022,21.85,6,0,0,0,0,0,9,12,0,3,3,41,0,8.3,53
00-0037594,J.Chestnut,RB,TEN,2023,22.85,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
00-0037594,J.Chestnut,RB,TEN,2024,23.85,12,0,0,0,0,0,22,102,0,3,2,11,0,13.3,113
00-0037594,J.Chestnut,RB,TEN,2025,24.85,16,0,0,0,0,0,11,40,0,2,0,0,0,4.0,40
00-0037609,A.Shampklin,RB,PIT,2024,24.87,3,0,0,0,0,0,6,17,0,0,0,0,0,1.7000000000000002,17
00-0037614,J.Metchie,WR,HOU,2023,23.12,14,0,0,0,0,0,1,4,0,30,16,158,0,32.2,162
00-0037614,J.Metchie,WR,HOU,2024,24.12,10,0,0,0,0,0,0,0,0,37,24,254,1,55.400000000000006,254
00-0037614,J.Metchie,WR,NYJ,2025,25.12,13,0,0,0,0,0,3,-5,0,48,33,274,2,71.9,269
00-0037617,H.Haskins,RB,TEN,2022,22.77,14,0,0,0,0,0,25,93,0,12,11,57,0,26.0,150
00-0037617,H.Haskins,RB,LAC,2024,24.77,12,0,0,0,0,0,34,89,2,3,3,49,1,32.8,138
00-0037617,H.Haskins,RB,LAC,2025,25.77,11,0,0,0,0,0,17,47,0,4,4,13,0,10.0,60
00-0037654,T.Fisk,TE,ATL,2023,24.62,2,0,0,0,0,0,0,0,0,1,1,9,0,1.9,9
00-0037654,T.Fisk,TE,LAC,2024,25.62,7,0,0,0,0,0,0,0,0,8,7,39,0,10.9,39
00-0037654,T.Fisk,TE,LAC,2025,26.62,4,0,0,0,0,0,0,0,0,4,2,19,0,3.9000000000000004,19
00-0037664,A.Pierce,WR,IND,2022,22.33,16,0,0,0,0,0,0,0,0,78,41,593,2,112.30000000000001,593
00-0037664,A.Pierce,WR,IND,2023,23.33,17,0,0,0,0,0,0,0,0,65,32,514,2,95.4,514
00-0037664,A.Pierce,WR,IND,2024,24.33,16,0,0,0,0,0,0,0,0,69,37,824,7,161.4,824
00-0037664,A.Pierce,WR,IND,2025,25.33,15,0,0,0,0,0,0,0,0,84,47,1003,6,183.3,1003
00-0037666,J.Tolbert,WR,DAL,2022,23.51,3,0,0,0,0,0,0,0,0,3,2,12,0,3.2,12
00-0037666,J.Tolbert,WR,DAL,2023,24.51,14,0,0,0,0,0,0,0,0,36,22,268,2,60.800000000000004,268
00-0037666,J.Tolbert,WR,DAL,2024,25.51,17,0,0,0,0,0,0,0,0,79,49,610,7,152.0,610
00-0037666,J.Tolbert,WR,DAL,2025,26.51,12,0,0,0,0,0,0,0,0,34,18,203,1,46.3,203
00-0037708,M.Alexander,WR,DET,2022,25.64,3,0,0,0,0,0,0,0,0,1,1,7,0,1.7000000000000002,7
00-0037708,M.Alexander,WR,DET,2024,27.64,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
00-0037740,G.Wilson,WR,NYJ,2022,22.11,17,0,1,0,0,0,4,4,0,147,83,1103,4,215.7,1107
00-0037740,G.Wilson,WR,NYJ,2023,23.11,17,0,1,0,0,0,4,0,0,168,95,1042,3,213.2,1042
00-0037740,G.Wilson,WR,NYJ,2024,24.11,17,0,0,0,0,0,2,5,0,153,101,1104,7,251.9,1109
00-0037740,G.Wilson,WR,NYJ,2025,25.11,7,0,0,0,0,0,0,0,0,59,36,395,4,99.5,395
00-0037741,J.Dotson,WR,WAS,2022,22.44,12,0,0,0,0,0,2,-7,0,61,35,523,7,130.6,516
00-0037741,J.Dotson,WR,WAS,2023,23.44,17,0,0,0,0,0,0,0,0,83,49,518,4,124.8,518
00-0037741,J.Dotson,WR,PHI,2024,24.44,14,0,0,0,0,0,1,13,0,33,19,216,0,41.9,229
00-0037741,J.Dotson,WR,PHI,2025,25.44,15,0,0,0,0,0,0,0,0,36,18,262,1,50.2,262
00-0037742,T.Burks,WR,TEN,2022,22.44,11,0,0,0,0,0,4,47,0,54,33,444,1,88.1,491
00-0037742,T.Burks,WR,TEN,2023,23.44,9,0,0,0,0,0,5,18,0,30,16,221,0,39.9,239
00-0037742,T.Burks,WR,TEN,2024,24.44,5,0,0,0,0,0,2,1,0,8,4,34,0,7.5,35
00-0037742,T.Burks,WR,WAS,2025,25.44,8,0,0,0,0,0,0,0,0,22,10,130,1,29.0,130
00-0037744,T.McBride,TE,ARI,2022,22.78,12,0,0,0,0,0,0,0,0,39,29,265,1,61.5,265
00-0037744,T.McBride,TE,ARI,2023,23.78,17,0,0,0,0,0,0,0,0,106,81,825,3,181.5,825
00-0037744,T.McBride,TE,ARI,2024,24.78,16,0,0,0,0,0,1,2,1,147,111,1146,2,243.8,1148
00-0037744,T.McBride,TE,ARI,2025,25.78,17,0,0,0,0,0,0,0,0,169,126,1239,11,315.90000000000003,1239
00-0037745,V.Jones,RB,CHI,2022,25.31,11,0,0,0,0,0,9,103,1,14,7,107,1,38.0,210
00-0037745,V.Jones,RB,CHI,2023,26.31,13,0,0,0,0,0,8,51,0,7,4,20,0,11.1,71
00-0037745,V.Jones,RB,CAR,2024,27.31,2,0,0,0,0,0,3,11,0,1,1,8,0,2.9000000000000004,19
00-0037745,V.Jones,RB,NO,2025,28.31,5,0,0,0,0,0,4,32,0,0,0,0,0,3.2,32
00-0037746,B.Robinson,RB,WAS,2022,23.44,12,0,0,0,0,0,205,797,2,12,9,60,1,112.7,857
00-0037746,B.Robinson,RB,WAS,2023,24.44,15,0,0,0,0,0,178,733,5,43,36,368,4,198.10000000000002,1101
00-0037746,B.Robinson,RB,WAS,2024,25.44,14,0,0,0,0,0,187,799,8,25,20,159,0,159.8,958
00-0037746,B.Robinson,RB,SF,2025,26.44,17,0,0,0,0,0,92,400,2,12,8,25,0,62.5,425
00-0037755,J.Woods,TE,IND,2022,23.9,12,0,0,0,0,0,0,0,0,40,25,312,3,74.2,312
00-0037755,J.Woods,TE,NYJ,2025,26.9,2,0,0,0,0,0,0,0,0,3,1,4,0,1.4,4
00-0037801,K.Turpin,WR,DAL,2022,26.08,17,0,0,0,0,0,3,17,0,2,1,9,0,3.6,26
00-0037801,K.Turpin,WR,DAL,2023,27.08,16,0,0,0,0,0,11,110,1,18,12,127,3,59.7,237
00-0037801,K.Turpin,WR,DAL,2024,28.08,17,0,0,0,0,0,16,92,0,52,31,420,2,104.2,512
00-0037801,K.Turpin,WR,DAL,2025,29.08,15,0,0,0,0,0,17,89,0,38,26,396,2,84.5,485
00-0037805,J.Ruckert,TE,NYJ,2022,22.06,2,0,0,0,0,0,0,0,0,2,1,8,0,1.8,8
00-0037805,J.Ruckert,TE,NYJ,2023,23.06,10,0,0,0,0,0,0,0,0,22,16,151,0,31.1,151
00-0037805,J.Ruckert,TE,NYJ,2024,24.06,14,0,0,0,0,0,0,0,0,28,18,105,0,28.5,105
00-0037805,J.Ruckert,TE,NYJ,2025,25.06,14,0,0,0,0,0,0,0,0,29,23,179,1,46.900000000000006,179
00-0037809,C.Okonkwo,TE,TEN,2022,22.98,16,0,0,0,0,0,3,2,0,46,32,450,3,97.2,452
00-0037809,C.Okonkwo,TE,TEN,2023,23.98,17,0,0,0,0,0,2,6,0,77,54,528,1,113.4,534
00-0037809,C.Okonkwo,TE,TEN,2024,24.98,16,0,0,0,0,0,1,17,0,70,52,479,2,113.60000000000001,496
00-0037809,C.Okonkwo,TE,TEN,2025,25.98,17,0,0,0,0,0,0,0,0,79,56,560,2,124.0,560
00-0037816,R.Doubs,WR,GB,2022,22.39,13,0,0,0,0,0,1,11,0,67,42,425,3,101.6,436
00-0037816,R.Doubs,WR,GB,2023,23.39,17,0,0,0,0,0,0,0,0,96,59,674,8,174.4,674
00-0037816,R.Doubs,WR,GB,2024,24.39,13,0,0,0,0,0,0,0,0,72,46,601,4,132.1,601
00-0037816,R.Doubs,WR,GB,2025,25.39,16,0,0,0,0,0,0,0,0,85,55,724,6,165.4,724
00-0037827,T.Davis-Price,RB,SF,2022,21.86,5,0,0,0,0,0,34,99,0,2,0,0,0,9.9,99
00-0037827,T.Davis-Price,RB,SF,2023,22.86,1,0,0,0,0,0,6,21,0,0,0,0,0,2.1,21
00-0037827,T.Davis-Price,RB,PHI,2024,23.86,1,0,0,0,0,0,3,7,0,0,0,0,0,0.7000000000000001,7
00-0037828,D.Gray,WR,SF,2022,23.42,7,0,0,0,0,0,1,9,0,7,1,10,0,2.9,19
00-0037834,B.Purdy,QB,SF,2022,22.68,9,114,170,1374,13,4,22,13,1,0,0,0,0,106.25999999999999,13
00-0037834,B.Purdy,QB,SF,2023,23.68,16,308,444,4280,31,11,39,144,2,0,0,0,0,295.6,144
00-0037834,B.Purdy,QB,SF,2024,24.68,15,300,455,3864,20,12,66,323,5,0,0,0,0,266.86,323
00-0037834,B.Purdy,QB,SF,2025,25.68,9,197,284,2167,20,10,33,147,3,0,0,0,0,177.38,147
00-0037837,C.Austin,WR,PIT,2023,24.44,16,0,0,0,0,0,11,57,1,30,17,180,1,52.7,237
00-0037837,C.Austin,WR,PIT,2024,25.44,17,0,0,0,0,0,0,0,0,58,36,548,4,120.8,548
00-0037837,C.Austin,WR,PIT,2025,26.44,14,0,0,0,0,0,0,0,0,55,31,372,3,86.2,372
00-0037838,I.Likely,TE,BAL,2022,22.37,14,0,0,0,0,0,0,0,0,60,36,373,3,91.3,373
00-0037838,I.Likely,TE,BAL,2023,23.37,14,0,0,0,0,0,0,0,0,40,30,411,5,101.1,411
00-0037838,I.Likely,TE,BAL,2024,24.37,15,0,0,0,0,0,0,0,0,58,42,477,6,123.7,477
00-0037838,I.Likely,TE,BAL,2025,25.37,12,0,0,0,0,0,0,0,0,36,27,307,1,61.7,307
00-0037840,K.Williams,RB,LA,2022,22.02,8,0,0,0,0,0,35,139,0,12,9,76,0,30.5,215
00-0037840,K.Williams,RB,LA,2023,23.02,12,0,0,0,0,0,228,1144,12,48,32,206,3,255.0,1350
00-0037840,K.Williams,RB,LA,2024,24.02,16,0,0,0,0,0,316,1299,14,40,34,182,2,272.1,1481
00-0037840,K.Williams,RB,LA,2025,25.02,17,0,0,0,0,0,259,1252,10,50,36,281,3,263.3,1533
00-0038040,Z.White,RB,LV,2022,22.95,11,0,0,0,0,0,17,70,0,0,0,0,0,7.000000000000001,70
00-0038040,Z.White,RB,LV,2023,23.95,13,0,0,0,0,0,104,451,1,19,15,98,0,73.9,549
00-0038040,Z.White,RB,LV,2024,24.95,8,0,0,0,0,0,65,183,1,8,6,30,0,29.3,213
00-0038040,Z.White,RB,LV,2025,25.95,5,0,0,0,0,0,12,32,0,6,4,24,0,9.6,56
00-0038041,J.Ferguson,TE,DAL,2022,23.62,11,0,0,0,0,0,0,0,0,22,19,174,2,48.4,174
00-0038041,J.Ferguson,TE,DAL,2023,24.62,17,0,0,0,0,0,0,0,0,102,71,761,5,177.1,761
00-0038041,J.Ferguson,TE,DAL,2024,25.62,14,0,0,0,0,0,0,0,0,86,59,494,0,104.4,494
00-0038041,J.Ferguson,TE,DAL,2025,26.62,17,0,0,0,0,0,1,1,0,102,82,600,8,188.1,601
00-0038045,I.Spiller,RB,LAC,2022,21.06,5,0,0,0,0,0,18,41,0,3,3,13,0,8.4,54
00-0038045,I.Spiller,RB,LAC,2023,22.06,9,0,0,0,0,0,37,96,0,6,6,34,0,19.0,130
00-0038046,C.Kolar,TE,BAL,2022,23.56,1,0,0,0,0,0,0,0,0,6,4,49,0,8.9,49
00-0038046,C.Kolar,TE,BAL,2023,24.56,9,0,0,0,0,0,0,0,0,9,7,87,1,21.700000000000003,87
00-0038046,C.Kolar,TE,BAL,2024,25.56,10,0,0,0,0,0,1,2,0,11,9,131,1,28.3,133
00-0038046,C.Kolar,TE,BAL,2025,26.56,13,0,0,0,0,0,0,0,0,15,10,142,2,36.2,142
00-0038090,S.Moore,WR,KC,2022,21.98,16,0,0,0,0,0,3,24,0,33,22,250,0,49.4,274
00-0038090,S.Moore,WR,KC,2023,22.98,13,0,0,0,0,0,3,23,0,38,21,244,1,53.7,267
00-0038090,S.Moore,WR,KC,2024,23.98,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0
00-0038090,S.Moore,WR,SF,2025,24.98,17,0,0,0,0,0,2,11,0,7,5,87,0,14.8,98
00-0038092,E.Ezukanma,WR,MIA,2022,22.6,1,0,0,0,0,0,0,0,0,1,1,3,0,1.3,3
00-0038092,E.Ezukanma,WR,MIA,2023,23.6,2,0,0,0,0,0,5,22,0,1,0,0,0,2.2,22
00-0038092,E.Ezukanma,WR,MIA,2024,24.6,1,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0
00-0038098,P.Strong,RB,NE,2022,23.73,10,0,0,0,0,0,10,100,1,7,7,42,0,27.2,142
00-0038098,P.Strong,RB,CLE,2023,24.73,16,0,0,0,0,0,63,291,1,8,5,47,0,42.800000000000004,338
00-0038098,P.Strong,RB,CLE,2024,25.73,13,0,0,0,0,0,26,108,0,22,14,104,0,35.2,212
00-0038102,K.Pickett,QB,PIT,2022,24.24,13,245,389,2404,7,9,55,237,3,0,0,0,0,149.86,237
00-0038102,K.Pickett,QB,PIT,2023,25.24,12,201,324,2070,6,4,42,54,1,0,0,0,0,110.2,54
00-0038102,K.Pickett,QB,PHI,2024,26.24,5,25,42,291,2,1,9,15,1,0,0,0,0,25.14,15
00-0038102,K.Pickett,QB,LV,2025,27.24,6,28,45,188,1,2,5,22,0,0,0,0,0,7.720000000000001,22
00-0038104,T.Thornton,WR,NE,2022,22.07,12,0,0,0,0,0,3,16,1,45,22,247,2,66.3,263
00-0038104,T.Thornton,WR,NE,2023,23.07,9,0,0,0,0,0,3,51,0,23,13,91,0,27.200000000000003,142
00-0038104,T.Thornton,WR,NE,2024,24.07,4,0,0,0,0,0,0,0,0,8,4,47,0,8.7,47
00-0038104,T.Thornton,WR,KC,2025,25.07,12,0,0,0,0,0,0,0,0,37,19,438,3,80.8,438
00-0038108,B.Zappe,QB,NE,2022,23.35,4,65,92,781,5,3,10,0,0,1,1,-6,0,39.64,-6
00-0038108,B.Zappe,QB,NE,2023,24.35,10,127,212,1272,6,9,17,83,1,0,0,0,0,69.18,83
00-0038108,B.Zappe,QB,CLE,2024,25.35,1,16,31,170,1,2,2,2,0,0,0,0,0,7.000000000000001,2
00-0038115,D.Bellinger,TE,NYG,2022,21.94,11,0,0,0,0,0,1,2,1,35,30,268,2,75.0,270
00-0038115,D.Bellinger,TE,NYG,2023,22.94,14,0,0,0,0,0,0,0,0,28,25,255,0,50.5,255
00-0038115,D.Bellinger,TE,NYG,2024,23.94,12,0,0,0,0,0,0,0,0,17,14,125,0,26.5,125
00-0038115,D.Bellinger,TE,NYG,2025,24.94,13,0,0,0,0,0,0,0,0,26,19,286,2,59.6,286
00-0038117,W.Robinson,WR,NYG,2022,21.66,6,0,0,0,0,0,2,-1,0,31,23,227,1,51.599999999999994,226
00-0038117,W.Robinson,WR,NYG,2023,22.66,15,0,0,0,0,0,9,87,1,78,60,525,1,133.2,612
00-0038117,W.Robinson,WR,NYG,2024,23.66,17,0,0,0,0,0,3,18,0,140,93,699,3,182.70000000000002,717
00-0038117,W.Robinson,WR,NYG,2025,24.66,16,0,0,0,0,0,3,5,0,140,92,1014,4,217.9,1019
00-0038120,B.Hall,RB,NYJ,2024,23.25,16,0,0,0,0,0,209,876,5,76,57,483,3,240.9,1359
00-0038120,B.Hall,RB,NYJ,2025,24.25,16,1,1,4,1,0,243,1065,4,48,36,350,1,207.66,1415
00-0038120,Br.Hall,RB,NYJ,2022,21.25,7,0,0,0,0,0,80,463,4,31,19,218,1,115.10000000000001,681
00-0038120,Bre.Hall,RB,NYJ,2023,22.25,17,0,0,0,0,0,223,994,5,95,76,591,4,290.5,1585
00-0038122,D.Ridder,QB,ATL,2022,23.0,4,73,115,708,2,0,16,64,0,0,0,0,0,38.72,64
00-0038122,D.Ridder,QB,ATL,2023,24.0,15,249,388,2836,12,12,53,193,5,1,1,-6,0,177.14000000000001,187
00-0038122,D.Ridder,QB,LV,2024,25.0,5,52,85,458,2,2,9,36,0,0,0,0,0,21.92,36
00-0038124,C.Watson,WR,GB,2022,23.3,14,0,0,0,0,0,7,80,2,66,41,611,7,164.10000000000002,691
00-0038124,C.Watson,WR,GB,2023,24.3,9,0,0,0,0,0,4,11,0,53,28,422,5,101.3,433
00-0038124,C.Watson,WR,GB,2024,25.3,14,0,0,0,0,0,4,23,0,53,29,620,2,105.3,643
00-0038124,C.Watson,WR,GB,2025,26.3,10,0,0,0,0,0,1,3,0,55,35,611,6,132.4,614
00-0038128,M.Willis,QB,TEN,2022,23.27,7,31,61,276,0,3,27,123,1,0,0,0,0,19.34,123
00-0038128,M.Willis,QB,TEN,2023,24.27,2,4,5,74,0,0,5,21,0,0,0,0,0,3.06,21
00-0038128,M.Willis,QB,GB,2024,25.27,6,40,54,550,3,0,20,138,1,0,0,0,0,51.800000000000004,138
00-0038128,M.Willis,QB,GB,2025,26.27,4,30,35,422,3,0,22,123,2,0,0,0,0,51.17999999999999,123
00-0038129,C.Otton,TE,TB,2022,23.38,16,0,0,0,0,0,0,0,0,65,42,391,2,93.10000000000001,391
00-0038129,C.Otton,TE,TB,2023,24.38,17,0,0,0,0,0,0,0,0,67,47,455,4,118.5,455
00-0038129,C.Otton,TE,TB,2024,25.38,14,0,0,0,0,0,1,-4,0,87,59,600,4,140.6,596
00-0038129,C.Otton,TE,TB,2025,26.38,15,0,0,0,0,0,0,0,0,81,59,572,1,122.2,572
00-0038134,K.Walker,RB,SEA,2022,21.87,15,0,0,0,0,0,228,1050,9,35,27,165,0,202.5,1215
00-0038134,K.Walker,RB,SEA,2023,22.87,15,0,0,0,0,0,219,905,8,37,29,259,1,199.4,1164
00-0038134,K.Walker,RB,SEA,2024,23.87,11,0,0,0,0,0,153,573,7,53,46,299,1,181.2,872
00-0038134,K.Walker,RB,SEA,2025,24.87,17,0,0,0,0,0,221,1027,5,36,31,282,0,191.9,1309
00-0038147,D.Baldwin,WR,CLE,2022,22.77,1,0,0,0,0,0,0,0,0,2,2,25,0,4.5,25
00-0038149,J.Ali,WR,ATL,2022,23.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0
00-0038359,X.Smith,WR,LA,2024,26.95,14,0,0,0,0,0,4,36,0,2,2,6,0,6.2,42
00-0038359,X.Smith,WR,LA,2025,27.95,16,0,0,0,0,0,0,0,0,24,18,303,0,48.300000000000004,303
00-0038389,I.Abanikanda,RB,NYJ,2023,20.91,6,0,0,0,0,0,22,70,0,11,7,43,0,18.3,113
00-0038391,S.Clifford,QB,GB,2023,25.13,2,1,1,37,0,0,3,-2,0,0,0,0,0,1.28,-2
00-0038393,D.Wicks,WR,GB,2023,22.21,15,1,1,14,0,0,1,1,0,58,39,581,4,119.76,582
00-0038393,D.Wicks,WR,GB,2024,23.21,17,0,0,0,0,0,0,0,0,76,39,415,5,110.5,415
00-0038393,D.Wicks,WR,GB,2025,24.21,13,0,0,0,0,0,1,6,0,46,30,332,2,75.8,338
00-0038394,W.Mallory,TE,IND,2023,24.19,11,0,0,0,0,0,0,0,0,26,18,207,0,38.7,207
00-0038394,W.Mallory,TE,IND,2024,25.19,7,0,0,0,0,0,0,0,0,8,4,29,0,6.9,29
00-0038394,W.Mallory,TE,IND,2025,26.19,1,0,0,0,0,0,0,0,0,1,1,16,0,2.6,16
00-0038396,E.Gray,RB,NYG,2023,23.83,10,0,0,0,0,0,17,48,0,7,6,22,0,13.0,70
00-0038396,E.Gray,RB,NYG,2024,24.83,14,0,0,0,0,0,14,31,0,11,10,82,0,19.3,113
00-0038396,E.Gray,RB,NYG,2025,25.83,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
