player_id,player_name,position,team,season,age_sept1,games,completions,attempts,passing_yards,passing_tds,interceptions,carries,rushing_yards,rushing_tds,targets,receptions,receiving_yards,receiving_tds,ppr_points,scrimmage_yards,birth_date
00-0036196,G.Davis,WR,BUF,2021,22.5,17,0,0,0.0,0,0.0,0,0.0,0,76,45,791.0,11,190.1,791.0,1999-03-01
00-0036196,G.Davis,WR,BUF,2022,23.5,17,0,0,0.0,0,0.0,0,0.0,0,106,56,983.0,8,200.3,983.0,1999-03-01
00-0036196,G.Davis,WR,BUF,2023,24.5,16,0,0,0.0,0,0.0,1,-2.0,0,81,45,746.0,7,161.40001,744.0,1999-03-01
00-0036196,G.Davis,WR,JAX,2024,25.5,9,0,0,0.0,0,0.0,0,0.0,0,42,20,239.0,2,53.9,239.0,1999-03-01
00-0033474,G.Dieter,WR,KC,2020,27.52,1,0,0,0.0,0,0.0,0,0.0,0,2,1,10.0,0,2.0,10.0,1993-02-24
00-0035500,G.Dortch,WR,ARI,2021,23.26,2,0,0,0.0,0,0.0,1,24.0,0,3,3,15.0,0,6.9,39.0,1998-05-29
00-0035500,G.Dortch,WR,ARI,2022,24.26,11,0,0,0.0,0,0.0,7,44.0,0,64,52,467.0,2,115.1,511.0,1998-05-29
00-0035500,G.Dortch,WR,ARI,2023,25.26,9,0,0,0.0,0,0.0,1,5.0,0,41,24,280.0,2,64.5,285.0,1998-05-29
00-0035500,G.Dortch,WR,ARI,2024,26.26,17,0,0,0.0,0,0.0,5,31.0,0,50,37,342.0,3,90.3,373.0,1998-05-29
00-0038507,G.DuBose,WR,MIA,2024,23.2,2,0,0,0.0,0,0.0,0,0.0,0,4,2,11.0,0,3.1,11.0,2001-06-20
00-0035645,G.Olszewski,WR,NE,2019,22.77,2,0,0,0.0,0,0.0,0,0.0,0,4,2,34.0,0,5.4,34.0,1996-11-26
00-0035645,G.Olszewski,WR,NE,2020,23.77,6,0,0,0.0,0,0.0,5,23.0,0,5,5,62.0,1,25.499998,85.0,1996-11-26
00-0035645,G.Olszewski,WR,NE,2021,24.77,4,0,0,0.0,0,0.0,1,9.0,0,3,2,31.0,0,6.0,40.0,1996-11-26
00-0035645,G.Olszewski,WR,PIT,2022,25.77,10,0,0,0.0,0,0.0,8,39.0,0,7,5,53.0,0,14.2,92.0,1996-11-26
00-0035645,G.Olszewski,WR,NYG,2023,26.77,2,0,0,0.0,0,0.0,0,0.0,0,1,1,0.0,0,5.0,0.0,1996-11-26
00-0037247,G.Pickens,WR,PIT,2022,21.49,17,0,0,0.0,0,0.0,3,24.0,1,84,52,801.0,4,166.5,825.0,2001-03-04
00-0037247,G.Pickens,WR,PIT,2023,22.49,18,0,0,0.0,0,0.0,4,33.0,0,117,68,1190.0,5,218.3,1223.0,2001-03-04
00-0037247,G.Pickens,WR,PIT,2024,23.49,15,0,0,0.0,0,0.0,2,-6.0,0,108,64,987.0,4,184.1,981.0,2001-03-04
00-0027891,G.Tate,WR,NYG,2019,31.08,11,0,0,0.0,0,0.0,1,16.0,0,85,49,676.0,6,152.2,692.0,1988-08-02
00-0027891,G.Tate,WR,NYG,2020,32.08,12,1,2,18.0,0,0.0,0,0.0,0,52,35,388.0,2,86.52,388.0,1988-08-02
00-0033733,G.Ward,WR,PHI,2019,24.14,7,0,0,0.0,0,0.0,2,8.0,0,44,31,278.0,1,65.6,286.0,1995-07-12
00-0033733,G.Ward,WR,PHI,2020,25.14,16,1,1,15.0,0,0.0,2,-4.0,0,79,53,419.0,6,133.1,415.0,1995-07-12
00-0033733,G.Ward,WR,PHI,2021,26.14,7,1,2,2.0,0,0.0,0,0.0,0,11,7,95.0,3,34.58,95.0,1995-07-12
00-0037740,G.Wilson,WR,NYJ,2022,22.11,17,0,1,0.0,0,0.0,4,4.0,0,147,83,1103.0,4,215.7,1107.0,2000-07-22
00-0037740,G.Wilson,WR,NYJ,2023,23.11,17,0,1,0.0,0,0.0,4,0.0,0,168,95,1042.0,3,213.2,1042.0,2000-07-22
00-0037740,G.Wilson,WR,NYJ,2024,24.11,17,0,0,0.0,0,0.0,2,5.0,0,153,101,1104.0,7,251.9,1109.0,2000-07-22
00-0035529,H.Butler,WR,PHI,2020,24.29,1,0,0,0.0,0,0.0,0,0.0,0,1,0,0.0,0,0.0,0.0,1996-05-16
00-0034983,H.Renfrow,WR,LV,2019,23.7,13,0,0,0.0,0,0.0,0,0.0,0,71,49,605.0,4,133.5,605.0,1995-12-21
00-0034983,H.Renfrow,WR,LV,2020,24.7,16,0,0,0.0,0,0.0,0,0.0,0,77,56,656.0,2,131.59999,656.0,1995-12-21
00-0034983,H.Renfrow,WR,LV,2021,25.7,18,0,0,0.0,0,0.0,3,3.0,0,139,111,1096.0,9,272.9,1099.0,1995-12-21
00-0034983,H.Renfrow,WR,LV,2022,26.7,10,0,0,0.0,0,0.0,0,0.0,0,50,36,330.0,2,79.0,330.0,1995-12-21
00-0034983,H.Renfrow,WR,LV,2023,27.7,13,0,0,0.0,0,0.0,0,0.0,0,37,25,255.0,0,48.5,255.0,1995-12-21
00-0036357,H.Ruggs,WR,LV,2020,21.61,13,0,0,0.0,0,0.0,9,49.0,0,43,26,452.0,2,84.1,501.0,1999-01-24
00-0036357,H.Ruggs,WR,LV,2021,22.61,7,0,0,0.0,0,0.0,3,16.0,0,36,24,469.0,2,84.5,485.0,1999-01-24
00-0037156,I.Charles,WR,NYJ,2023,26.39,1,0,0,0.0,0,0.0,0,0.0,0,1,0,0.0,0,0.0,0.0,1997-04-13
00-0037156,I.Charles,WR,NYJ,2024,27.39,1,0,0,0.0,0,0.0,0,0.0,0,1,0,0.0,0,0.0,0.0,1997-04-13
00-0036308,I.Coulter,WR,CHI,2021,22.95,1,0,0,0.0,0,0.0,0,0.0,0,1,0,0.0,0,0.0,0.0,1998-09-18
00-0033471,I.Ford,WR,MIA,2019,23.56,8,0,0,0.0,0,0.0,1,11.0,0,35,23,244.0,0,48.5,255.0,1996-02-09
00-0033471,I.Ford,WR,MIA,2020,24.56,9,0,0,0.0,0,0.0,0,0.0,0,44,28,276.0,0,55.6,276.0,1996-02-09
00-0033471,I.Ford,WR,MIA,2021,25.56,10,0,0,0.0,0,0.0,0,0.0,0,17,12,161.0,2,40.1,161.0,1996-02-09
00-0036165,I.Hodgins,WR,NYG,2022,23.86,11,0,0,0.0,0,0.0,0,0.0,0,59,46,500.0,5,126.0,500.0,1998-10-21
00-0036165,I.Hodgins,WR,NYG,2023,24.86,14,0,0,0.0,0,0.0,0,0.0,0,33,21,230.0,3,60.0,230.0,1998-10-21
00-0036165,I.Hodgins,WR,NYG,2024,25.86,2,0,0,0.0,0,0.0,0,0.0,0,2,2,12.0,0,3.2,12.0,1998-10-21
00-0034922,I.Hyman,WR,TB,2019,24.02,2,0,0,0.0,0,0.0,0,0.0,0,4,2,34.0,0,5.3999996,34.0,1995-08-23
00-0033466,I.McKenzie,WR,BUF,2019,24.4,13,0,0,0.0,0,0.0,8,49.0,0,44,31,277.0,1,69.6,326.0,1995-04-09
00-0033466,I.McKenzie,WR,BUF,2020,25.4,17,1,1,12.0,1,0.0,12,18.0,0,37,33,296.0,6,110.88,314.0,1995-04-09
00-0033466,I.McKenzie,WR,BUF,2021,26.4,13,0,0,0.0,0,0.0,15,91.0,1,30,24,226.0,1,67.7,317.0,1995-04-09
00-0033466,I.McKenzie,WR,BUF,2022,27.4,16,0,0,0.0,0,0.0,9,55.0,1,67,44,433.0,4,122.799995,488.0,1995-04-09
00-0033466,I.McKenzie,WR,IND,2023,28.4,9,0,0,0.0,0,0.0,3,14.0,0,14,11,82.0,0,20.6,96.0,1995-04-09
00-0036635,I.Smith-Marsette,WR,MIN,2021,22.01,3,0,0,0.0,0,0.0,0,0.0,0,6,5,116.0,2,28.599998,116.0,1999-08-29
00-0036635,I.Smith-Marsette,WR,CHI,2022,23.01,3,0,0,0.0,0,0.0,1,-1.0,0,4,1,15.0,0,0.4,14.0,1999-08-29
00-0036635,I.Smith-Marsette,WR,CAR,2023,24.01,7,0,0,0.0,0,0.0,8,74.0,1,10,8,51.0,0,32.5,125.0,1999-08-29
00-0036635,I.Smith-Marsette,WR,NYG,2024,25.01,1,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,6.0,0.0,1999-08-29
00-0039451,I.Williams,WR,DET,2024,23.59,1,0,0,0.0,0,0.0,0,0.0,0,3,2,6.0,0,2.6,6.0,2001-01-29
00-0036142,I.Wright,WR,WAS,2020,23.64,12,0,1,0.0,0,0.0,3,16.0,0,36,27,197.0,0,48.3,213.0,1997-01-13
00-0036100,I.Zuber,WR,NE,2020,23.38,4,0,0,0.0,0,0.0,2,21.0,0,2,2,29.0,0,7.0,50.0,1997-04-15
00-0038994,J.Addison,WR,MIN,2023,21.6,17,0,0,0.0,0,0.0,1,2.0,0,108,70,911.0,10,221.3,913.0,2002-01-27
00-0038994,J.Addison,WR,MIN,2024,22.6,16,0,0,0.0,0,0.0,3,20.0,1,107,66,904.0,9,218.40001,924.0,2002-01-27
00-0033572,J.Agnew,WR,DET,2019,24.41,4,0,0,0.0,0,0.0,1,9.0,0,2,1,-2.0,0,13.7,7.0,1995-04-03
00-0033572,J.Agnew,WR,DET,2020,25.41,13,0,1,0.0,0,0.0,6,33.0,0,20,13,89.0,0,31.2,122.0,1995-04-03
00-0033572,J.Agnew,WR,JAX,2021,26.41,9,0,0,0.0,0,0.0,7,111.0,1,39,24,229.0,1,82.0,340.0,1995-04-03
00-0033572,J.Agnew,WR,JAX,2022,27.41,16,0,0,0.0,0,0.0,13,88.0,0,34,26,194.0,3,72.2,282.0,1995-04-03
00-0033572,J.Agnew,WR,JAX,2023,28.41,8,0,0,0.0,0,0.0,4,-2.0,0,21,14,225.0,1,40.3,223.0,1995-04-03
00-0038149,J.Ali,WR,ATL,2022,23.5,1,0,0,0.0,0,0.0,0,0.0,0,1,0,0.0,0,0.0,0.0,1999-03-03
00-0035246,J.Arcega-Whiteside,WR,PHI,2019,22.67,8,0,0,0.0,0,0.0,0,0.0,0,22,10,169.0,1,32.9,169.0,1996-12-31
00-0035246,J.Arcega-Whiteside,WR,PHI,2020,23.67,5,0,0,0.0,0,0.0,0,0.0,0,8,4,85.0,0,14.5,85.0,1996-12-31
00-0035246,J.Arcega-Whiteside,WR,PHI,2021,24.67,3,0,0,0.0,0,0.0,0,0.0,0,5,2,36.0,0,5.6,36.0,1996-12-31
00-0034207,J.Badet,WR,WAS,2020,26.08,1,0,0,0.0,0,0.0,0,0.0,0,1,0,0.0,0,0.0,0.0,1994-08-02
00-0039853,J.Baker,WR,NE,2024,22.54,4,0,0,0.0,0,0.0,0,0.0,0,4,1,12.0,0,2.2,12.0,2002-02-18
00-0029319,J.Bellamy,WR,NYJ,2019,30.29,2,0,0,0.0,0,0.0,0,0.0,0,3,2,20.0,0,4.0,20.0,1989-05-18
00-0038752,J.Bobo,WR,SEA,2023,25.08,14,0,0,0.0,0,0.0,1,3.0,1,25,19,196.0,2,56.9,199.0,1998-08-04
00-0038752,J.Bobo,WR,SEA,2024,26.08,11,0,0,0.0,0,0.0,0,0.0,0,17,13,107.0,1,29.7,107.0,1998-08-04
00-0036110,J.Bradley,WR,CLE,2020,23.72,1,0,0,0.0,0,0.0,0,0.0,0,11,5,60.0,0,11.0,60.0,1996-12-11
00-0036110,J.Bradley,WR,CLE,2021,24.72,2,0,0,0.0,0,0.0,0,0.0,0,4,4,64.0,0,10.4,64.0,1996-12-11
00-0038640,J.Brooks,WR,DAL,2023,23.32,3,0,0,0.0,0,0.0,0,0.0,0,6,6,64.0,0,12.400001,64.0,2000-05-07
00-0038640,J.Brooks,WR,DAL,2024,24.32,12,0,0,0.0,0,0.0,0,0.0,0,30,12,177.0,1,35.7,177.0,2000-05-07
00-0030300,J.Brown,WR,SEA,2019,29.65,8,0,0,0.0,0,0.0,0,0.0,0,28,16,220.0,2,48.0,220.0,1990-01-08
00-0031051,J.Brown,WR,BUF,2019,29.41,16,2,2,44.0,2,0.0,2,7.0,0,123,76,1110.0,6,233.45999,1117.0,1990-04-03
00-0031051,J.Brown,WR,BUF,2020,30.41,12,0,0,0.0,0,0.0,0,0.0,0,71,43,544.0,3,115.4,544.0,1990-04-03
00-0031051,J.Brown,WR,JAX,2021,31.41,3,0,0,0.0,0,0.0,0,0.0,0,3,0,0.0,0,0.0,0.0,1990-04-03
00-0031051,J.Brown,WR,BUF,2022,32.41,3,0,0,0.0,0,0.0,0,0.0,0,3,1,42.0,1,11.2,42.0,1990-04-03
00-0038492,J.Brownlee,WR,NYJ,2023,24.59,4,0,0,0.0,0,0.0,0,0.0,0,8,5,56.0,1,16.6,56.0,1999-01-30
00-0039810,J.Burton,WR,CIN,2024,23.18,4,0,0,0.0,0,0.0,0,0.0,0,14,4,107.0,0,14.7,107.0,2001-06-28
00-0036858,J.Camp,WR,HOU,2022,24.14,1,0,0,0.0,0,0.0,0,0.0,0,1,1,7.0,0,1.7,7.0,1998-07-10
00-0036900,J.Chase,WR,CIN,2021,21.5,21,0,0,0.0,0,0.0,13,53.0,0,163,106,1823.0,14,375.6,1876.0,2000-03-01
00-0036900,J.Chase,WR,CIN,2022,22.5,15,0,0,0.0,0,0.0,6,11.0,0,162,107,1266.0,11,296.7,1277.0,2000-03-01
00-0036900,J.Chase,WR,CIN,2023,23.5,16,1,1,-7.0,0,0.0,3,-6.0,0,145,100,1216.0,7,262.72,1210.0,2000-03-01
00-0036900,J.Chase,WR,CIN,2024,24.5,17,0,0,0.0,0,0.0,3,32.0,0,175,127,1708.0,17,403.0,1740.0,2000-03-01
00-0039491,J.Coker,WR,CAR,2024,22.84,11,1,1,19.0,0,0.0,0,0.0,0,46,32,478.0,2,92.56,478.0,2001-10-30
00-0039365,J.Cowing,WR,SF,2024,23.58,3,0,0,0.0,0,0.0,1,7.0,0,6,4,80.0,0,12.7,87.0,2001-02-04
00-0031941,J.Crowder,WR,NYJ,2019,26.21,16,0,0,0.0,0,0.0,1,4.0,0,122,78,833.0,6,197.7,837.0,1993-06-17
00-0031941,J.Crowder,WR,NYJ,2020,27.21,12,1,1,43.0,1,0.0,1,14.0,0,89,59,699.0,6,172.02,713.0,1993-06-17
00-0031941,J.Crowder,WR,NYJ,2021,28.21,12,0,0,0.0,0,0.0,0,0.0,0,71,51,447.0,2,109.7,447.0,1993-06-17
00-0031941,J.Crowder,WR,BUF,2022,29.21,4,0,0,0.0,0,0.0,0,0.0,0,13,6,60.0,0,12.0,60.0,1993-06-17
00-0031941,J.Crowder,WR,WAS,2023,30.21,7,0,0,0.0,0,0.0,0,0.0,0,20,16,159.0,1,37.9,159.0,1993-06-17
00-0031941,J.Crowder,WR,WAS,2024,31.21,6,0,0,0.0,0,0.0,0,0.0,0,18,12,101.0,2,34.1,101.0,1993-06-17
00-0036877,J.Darden,WR,TB,2021,22.63,7,0,0,0.0,0,0.0,1,11.0,0,12,6,43.0,0,11.4,54.0,1999-01-14
00-0036877,J.Darden,WR,TB,2022,23.63,3,0,0,0.0,0,0.0,1,2.0,0,2,2,26.0,0,4.8,28.0,1999-01-14
00-0036877,J.Darden,WR,CLE,2024,25.63,1,0,0,0.0,0,0.0,0,0.0,0,1,1,6.0,0,1.6,6.0,1999-01-14
00-0037741,J.Dotson,WR,WAS,2022,22.44,12,0,0,0.0,0,0.0,2,-7.0,0,61,35,523.0,7,130.6,516.0,2000-03-22
00-0037741,J.Dotson,WR,WAS,2023,23.44,17,0,0,0.0,0,0.0,0,0.0,0,83,49,518.0,4,124.799995,518.0,2000-03-22
00-0037741,J.Dotson,WR,PHI,2024,24.44,16,0,0,0.0,0,0.0,1,13.0,0,38,22,269.0,1,56.2,282.0,2000-03-22
00-0038997,J.Downs,WR,IND,2023,22.05,17,0,0,0.0,0,0.0,0,0.0,0,98,68,771.0,2,157.1,771.0,2001-08-12
00-0038997,J.Downs,WR,IND,2024,23.05,14,0,0,0.0,0,0.0,1,-1.0,0,107,72,803.0,5,182.2,802.0,2001-08-12
00-0027150,J.Edelman,WR,NE,2019,33.28,17,2,2,47.0,1,0.0,10,39.0,1,158,103,1147.0,6,269.47998,1186.0,1986-05-22
00-0027150,J.Edelman,WR,NE,2020,34.28,6,2,2,38.0,0,0.0,2,22.0,0,39,21,315.0,0,56.22,337.0,1986-05-22
00-0034705,J.Franklin,WR,TB,2019,24.95,1,0,0,0.0,0,0.0,1,11.0,0,0,0,0.0,0,1.1,11.0,1994-09-21
00-0029664,J.Gordon,WR,NE,2019,28.39,11,0,1,0.0,0,1.0,1,1.0,0,47,27,426.0,1,73.7,427.0,1991-04-13
00-0029664,J.Gordon,WR,KC,2021,30.39,9,0,0,0.0,0,0.0,0,0.0,0,14,5,32.0,1,14.2,32.0,1991-04-13
00-0029664,J.Gordon,WR,TEN,2022,31.39,1,0,0,0.0,0,0.0,0,0.0,0,1,0,0.0,0,0.0,0.0,1991-04-13
00-0032791,J.Grant,WR,MIA,2019,26.84,9,0,0,0.0,0,0.0,4,5.0,1,33,19,164.0,0,47.9,169.0,1992-10-30
00-0032791,J.Grant,WR,MIA,2020,27.84,14,0,0,0.0,0,0.0,3,20.0,0,54,36,373.0,1,87.3,393.0,1992-10-30
00-0032791,J.Grant,WR,CHI,2021,28.84,7,0,0,0.0,0,0.0,5,33.0,0,17,11,132.0,2,43.5,165.0,1992-10-30
00-0035414,J.Guyton,WR,LAC,2019,22.24,1,0,0,0.0,0,0.0,0,0.0,0,2,0,0.0,0,0.0,0.0,1997-06-07
00-0035414,J.Guyton,WR,LAC,2020,23.24,16,0,0,0.0,0,0.0,2,0.0,0,55,28,511.0,3,97.1,511.0,1997-06-07
00-0035414,J.Guyton,WR,LAC,2021,24.24,16,0,0,0.0,0,0.0,7,34.0,0,48,31,448.0,3,97.2,482.0,1997-06-07
00-0035414,J.Guyton,WR,LAC,2022,25.24,2,0,0,0.0,0,0.0,0,0.0,0,4,2,64.0,0,8.4,64.0,1997-06-07
00-0035414,J.Guyton,WR,LAC,2023,26.24,7,0,0,0.0,0,0.0,0,0.0,0,21,10,89.0,1,24.9,89.0,1997-06-07
00-0031570,J.Hardy,WR,ATL,2019,27.7,11,0,0,0.0,0,0.0,0,0.0,0,26,19,195.0,0,38.5,195.0,1991-12-18
00-0036918,J.Harris,WR,LA,2022,25.38,1,0,0,0.0,0,0.0,0,0.0,0,1,1,6.0,0,1.6,6.0,1997-04-16
00-0036398,J.Hightower,WR,PHI,2020,24.25,10,0,0,0.0,0,0.0,1,1.0,0,29,10,167.0,0,28.800001,168.0,1996-05-31
00-0032935,J.Holton,WR,PIT,2019,28.03,8,0,0,0.0,0,0.0,1,9.0,0,15,3,21.0,0,6.0,30.0,1991-08-22
00-0038938,J.Hyatt,WR,NYG,2023,21.94,13,0,0,0.0,0,0.0,0,0.0,0,40,23,373.0,0,60.3,373.0,2001-09-25
00-0038938,J.Hyatt,WR,NYG,2024,22.94,10,0,0,0.0,0,0.0,0,0.0,0,19,8,62.0,0,14.2,62.0,2001-09-25
00-0039392,J.Jackson,WR,TEN,2024,24.3,2,0,0,0.0,0,0.0,1,-5.0,0,3,1,8.0,0,1.3,3.0,2000-05-15
00-0039614,J.Jackson,WR,NO,2024,24.25,1,0,0,0.0,0,0.0,1,-1.0,0,0,0,0.0,0,-0.1,-1.0,2000-06-02
00-0036322,J.Jefferson,WR,MIN,2020,21.21,16,0,0,0.0,0,0.0,1,2.0,0,125,88,1400.0,7,274.19998,1402.0,1999-06-16
00-0036322,J.Jefferson,WR,MIN,2021,22.21,17,2,4,35.0,0,0.0,6,14.0,0,167,108,1616.0,10,330.4,1630.0,1999-06-16
00-0036322,J.Jefferson,WR,MIN,2022,23.21,18,3,3,32.0,0,0.0,4,24.0,1,193,135,1856.0,8,380.28,1880.0,1999-06-16
00-0036322,J.Jefferson,WR,MIN,2023,24.21,10,0,1,0.0,0,0.0,1,-12.0,0,100,68,1074.0,5,204.2,1062.0,1999-06-16
00-0036322,J.Jefferson,WR,MIN,2024,25.21,18,1,1,22.0,0,0.0,1,3.0,0,162,108,1591.0,10,328.28,1594.0,1999-06-16
00-0036259,J.Jennings,WR,SF,2021,24.14,16,0,0,0.0,0,0.0,0,0.0,0,47,30,325.0,5,92.5,325.0,1997-07-10
00-0036259,J.Jennings,WR,SF,2022,25.14,18,0,0,0.0,0,0.0,0,0.0,0,63,39,483.0,1,93.3,483.0,1997-07-10
00-0036259,J.Jennings,WR,SF,2023,26.14,15,1,1,21.0,1,0.0,1,-1.0,0,46,29,376.0,2,83.34,375.0,1997-07-10
00-0036259,J.Jennings,WR,SF,2024,27.14,15,0,0,0.0,0,0.0,0,0.0,0,113,77,975.0,6,210.5,975.0,1997-07-10
00-0036407,J.Jeudy,WR,DEN,2020,21.36,16,0,0,0.0,0,0.0,0,0.0,0,113,52,856.0,3,157.6,856.0,1999-04-24
00-0036407,J.Jeudy,WR,DEN,2021,22.36,10,0,0,0.0,0,0.0,2,3.0,0,56,38,467.0,0,85.0,470.0,1999-04-24
00-0036407,J.Jeudy,WR,DEN,2022,23.36,15,0,0,0.0,0,0.0,4,40.0,0,100,67,972.0,6,204.2,1012.0,1999-04-24
00-0036407,J.Jeudy,WR,DEN,2023,24.36,16,0,0,0.0,0,0.0,0,0.0,0,87,54,758.0,2,141.8,758.0,1999-04-24
00-0036407,J.Jeudy,WR,CLE,2024,25.36,17,0,0,0.0,0,0.0,0,0.0,0,145,90,1229.0,4,240.9,1229.0,1999-04-24
00-0027944,J.Jones,WR,ATL,2019,30.57,15,0,0,0.0,0,0.0,2,-3.0,0,157,99,1394.0,6,274.1,1391.0,1989-02-08
00-0027944,J.Jones,WR,ATL,2020,31.57,9,0,0,0.0,0,0.0,0,0.0,0,68,51,771.0,3,146.1,771.0,1989-02-08
00-0027944,J.Jones,WR,TEN,2021,32.57,11,0,0,0.0,0,0.0,0,0.0,0,55,37,496.0,1,92.6,496.0,1989-02-08
00-0027944,J.Jones,WR,TB,2022,33.57,11,0,0,0.0,0,0.0,5,45.0,0,54,31,373.0,3,90.8,418.0,1989-02-08
00-0027944,J.Jones,WR,PHI,2023,34.57,9,0,0,0.0,0,0.0,0,0.0,0,22,14,96.0,3,41.6,96.0,1989-02-08
00-0031787,J.Kumerow,WR,GB,2019,27.54,13,0,0,0.0,0,0.0,0,0.0,0,23,13,242.0,1,43.2,242.0,1992-02-17
00-0031787,J.Kumerow,WR,BUF,2020,28.54,1,0,0,0.0,0,0.0,0,0.0,0,1,1,22.0,1,9.2,22.0,1992-02-17
00-0031787,J.Kumerow,WR,BUF,2021,29.54,4,0,0,0.0,0,0.0,0,0.0,0,6,2,28.0,0,4.8,28.0,1992-02-17
00-0031787,J.Kumerow,WR,BUF,2022,30.54,4,0,0,0.0,0,0.0,0,0.0,0,7,4,64.0,0,10.4,64.0,1992-02-17
00-0031382,J.Landry,WR,CLE,2019,26.76,16,0,0,0.0,0,0.0,1,10.0,0,138,83,1174.0,6,237.4,1184.0,1992-11-28
00-0031382,J.Landry,WR,CLE,2020,27.76,17,4,4,74.0,1,0.0,4,10.0,1,119,84,952.0,5,223.16,962.0,1992-11-28
00-0031382,J.Landry,WR,CLE,2021,28.76,12,0,0,0.0,0,0.0,6,40.0,2,87,52,570.0,2,133.0,610.0,1992-11-28
00-0031382,J.Landry,WR,NO,2022,29.76,9,0,0,0.0,0,0.0,0,0.0,0,39,25,272.0,1,60.2,272.0,1992-11-28
00-0033859,J.Malone,WR,NYJ,2020,24.45,1,0,0,0.0,0,0.0,1,12.0,0,6,4,16.0,0,6.8,28.0,1996-03-21
00-0039855,J.McMillan,WR,TB,2024,22.74,14,0,0,0.0,0,0.0,4,43.0,0,62,39,502.0,8,141.5,545.0,2001-12-07
00-0037614,J.Metchie,WR,HOU,2023,23.12,15,0,0,0.0,0,0.0,2,13.0,0,33,19,202.0,0,40.5,215.0,2000-07-18
00-0037614,J.Metchie,WR,HOU,2024,24.12,12,0,0,0.0,0,0.0,0,0.0,0,47,30,317.0,1,65.7,317.0,2000-07-18
00-0034960,J.Meyers,WR,NE,2019,22.81,11,0,0,0.0,0,0.0,0,0.0,0,41,26,359.0,0,61.899998,359.0,1996-11-09
00-0034960,J.Meyers,WR,NE,2020,23.81,12,2,2,43.0,2,0.0,2,9.0,0,81,59,729.0,0,142.52,738.0,1996-11-09
00-0034960,J.Meyers,WR,NE,2021,24.81,17,2,2,45.0,0,0.0,1,9.0,0,135,89,906.0,2,196.29999,915.0,1996-11-09
00-0034960,J.Meyers,WR,NE,2022,25.81,14,0,0,0.0,0,0.0,2,9.0,0,96,67,804.0,6,184.3,813.0,1996-11-09
00-0034960,J.Meyers,WR,LV,2023,26.81,16,2,3,12.0,1,0.0,4,24.0,2,106,71,807.0,8,218.58,831.0,1996-11-09
00-0034960,J.Meyers,WR,LV,2024,27.81,15,0,0,0.0,0,0.0,2,23.0,0,129,87,1027.0,4,218.0,1050.0,1996-11-09
00-0033006,J.Mickens,WR,TB,2020,26.36,2,0,0,0.0,0,0.0,0,0.0,0,10,7,58.0,0,12.8,58.0,1994-04-21
00-0033006,J.Mickens,WR,JAX,2021,27.36,2,0,0,0.0,0,0.0,0,0.0,0,3,2,10.0,0,3.0,10.0,1994-04-21
00-0039062,J.Mingo,WR,CAR,2023,22.37,15,0,0,0.0,0,0.0,0,0.0,0,85,43,418.0,0,84.8,418.0,2001-04-20
00-0039062,J.Mingo,WR,CAR,2024,23.37,14,0,0,0.0,0,0.0,2,5.0,0,42,17,167.0,0,32.2,172.0,2001-04-20
00-0035432,J.Moore,WR,LAC,2019,24.19,4,0,0,0.0,0,0.0,0,0.0,0,5,2,43.0,0,6.3,43.0,1995-06-23
00-0035432,J.Moore,WR,LAC,2021,26.19,1,0,0,0.0,0,0.0,0,0.0,0,4,3,56.0,0,8.6,56.0,1995-06-23
00-0035432,J.Moore,WR,LAC,2022,27.19,1,0,0,0.0,0,0.0,0,0.0,0,2,1,5.0,0,1.5,5.0,1995-06-23
00-0037291,J.Nailor,WR,MIN,2022,23.5,5,0,0,0.0,0,0.0,0,0.0,0,13,9,179.0,1,32.899998,179.0,1999-03-02
00-0037291,J.Nailor,WR,MIN,2023,24.5,2,0,0,0.0,0,0.0,0,0.0,0,6,3,29.0,0,5.8999996,29.0,1999-03-02
00-0037291,J.Nailor,WR,MIN,2024,25.5,16,0,0,0.0,0,0.0,3,-4.0,0,47,31,447.0,6,111.3,443.0,1999-03-02
00-0033266,J.Natson,WR,CLE,2020,26.58,1,0,0,0.0,0,0.0,1,3.0,0,0,0,0.0,0,0.3,3.0,1994-02-01
00-0032112,J.Nelson,WR,LV,2019,27.36,1,0,0,0.0,0,0.0,0,0.0,0,5,4,36.0,1,13.6,36.0,1992-04-24
00-0036988,J.Palmer,WR,LAC,2021,21.94,15,0,0,0.0,0,0.0,1,6.0,0,49,33,353.0,4,92.9,359.0,1999-09-22
00-0036988,J.Palmer,WR,LAC,2022,22.94,17,0,0,0.0,0,0.0,1,4.0,0,113,74,800.0,3,174.4,804.0,1999-09-22
00-0036988,J.Palmer,WR,LAC,2023,23.94,10,0,0,0.0,0,0.0,1,6.0,0,61,38,581.0,2,106.7,587.0,1999-09-22
00-0036988,J.Palmer,WR,LAC,2024,24.94,15,0,0,0.0,0,0.0,0,0.0,0,65,39,584.0,1,107.4,584.0,1999-09-22
00-0039907,J.Polk,WR,NE,2024,23.39,13,0,0,0.0,0,0.0,1,0.0,0,33,12,87.0,2,32.7,87.0,2001-04-11
00-0036133,J.Proche,WR,BAL,2020,23.95,3,0,0,0.0,0,0.0,0,0.0,0,3,1,14.0,0,2.4,14.0,1996-09-20
00-0036133,J.Proche,WR,BAL,2021,24.95,7,0,0,0.0,0,0.0,0,0.0,0,20,16,202.0,0,36.2,202.0,1996-09-20
